"ncm","class","sub"
"1206",Semente De Girassol,"Sementes de girassol, mesmo trituradas."
"2935",Sulfonamidas,Sulfonamidas.
"8001",Estanho,Estanho em formas brutas.
"7608",Tubos De Alumínio,Tubos de alumínio.
"2404",Produtos Que Contém Tabaco E Nicotina,"Produtos que contenham tabaco, tabaco reconstituído, nicotina ou sucedâneos do tabaco ou da nicotina, destinados à inalação sem combustão, outros produtos que contenham nicotina destinados à absorção da nicotina pelo corpo humano."
"7222","Barras E Perfis, De Aço Inoxidável","Barras e perfis, de aço inoxidável."
"2712","Vaselina, Parafina","Vaselina, parafina, cera de petróleo microcristalina, slack wax, ozocerite, cera de linhita, cera de turfa, outras ceras minerais e produtos semelhantes obtidos por síntese ou por outros processos, mesmo corados."
"4816",Papel-Carbono,"Papel-carbono (papel químico), papel autocopiativo e outro papel para cópia ou duplicação (exceto os da posição 48.09), estênceis completos e chapas ofsete, de papel, mesmo acondicionados em caixas."
"2302",Resíduos De Cereais E Leguminosa,"Sêmeas, farelos e outros resíduos, mesmo em pellets, da peneiração, moagem ou de outros tratamentos de cereais ou de leguminosas."
"4402",Carvão Vegetal,"Carvão vegetal (incluindo o carvão de cascas ou de caroços), mesmo aglomerado."
"6813",Guarnições De Fricção,"Guarnições de fricção (por exemplo, placas, rolos, tiras, segmentos, discos, anéis, pastilhas), não montadas, para freios (travões), embreagens ou qualquer outro mecanismo de fricção, à base de amianto, de outras substâncias minerais ou de celulose, mesmo combinadas com têxteis ou outras matérias."
"3806",Colofônias E Ácidos ,"Colofônias e ácidos resínicos, e seus derivados, essência de colofônia e óleos de colofônia, gomas fundidas."
"8802",Outros Veículos Aéreos,"Outros veículos aéreos (por exemplo, helicópteros, aviões), exceto veículos aéreos (aeronaves) não tripulados da posição 88.06, veículos espaciais (incluindo os satélites) e seus veículos de lançamento, e veículos suborbitais."
"5308",Fios De Outras Fibra,"Fios de outras fibras têxteis vegetais, fios de papel."
"4017",Borracha endurecida,"Borracha endurecida (ebonite, por exemplo) sob qualquer forma, incluindo os desperdícios e resíduos, obras de borracha endurecida.  "
"7610",Construções De Alumínio,"Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 94.06, chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções."
"0404",Soro De Leite,"Soro de leite, mesmo concentrado ou adicionado de açúcar ou de outros edulcorantes, produtos constituídos por componentes naturais do leite, mesmo adicionados de açúcar ou de outros edulcorantes, não especificados nem compreendidos noutras posições."
"4810",Papel E Cartão Revestidos,"Papel e cartão revestidos de caulim (caulino) ou de outras substâncias inorgânicas numa ou nas duas faces, mesmo com aglutinantes, sem qualquer outro revestimento, mesmo coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão."
"7020",Outras  Obras De Vidro,Outras obras de vidro.
"5506",Fibras Sintéticas,"Fibras sintéticas descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação."
"2401",Tabaco,"Tabaco não manufaturado, desperdícios de tabaco."
"2715",Misturas betuminosas,"Misturas betuminosas à base de asfalto ou de betume naturais, de betume de petróleo, de alcatrão mineral ou de breu de alcatrão mineral (por exemplo, mástiques betuminosas e cut-backs).  "
"9022",Aparelhos De Raios X,"Aparelhos de raios X e aparelhos que utilizem radiações alfa, beta, gama ou outras radiações ionizantes, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos geradores de raios X, os geradores de tensão, as mesas de comando, as telas de visualização, as mesas, cadeiras e suportes semelhantes para exame ou tratamento."
"0906",Canela,Canela e flores de caneleira.
"7018",Imitações De Pedras,"Contas, imitações de pérolas naturais ou cultivadas, imitações de pedras preciosas ou semipreciosas e artigos semelhantes, de vidro e suas obras, exceto bijuterias, olhos de vidro, exceto de prótese, estatuetas e outros objetos de ornamentação, de vidro trabalhado a maçarico, exceto bijuterias, microsferas de vidro, de diâmetro não superior a 1 mm."
"7403",Cobre Refinado,Cobre refinado (afinado) e ligas de cobre em formas brutas.
"2910","Epóxidos, Epoxiálcoo","Epóxidos, epoxiálcoois, epoxifenóis e epoxiéteres, com três átomos no ciclo, e seus derivados halogenados, sulfonados, nitrados ou nitrosados."
"1520",Glicerol,"Glicerol em bruto, águas e lixívias, glicéricas."
"3906",Polímeros Acrílicos,"Polímeros acrílicos, em formas primárias."
"3081",Pepinos-Do-Mar,Pepinos-do-mar
"2847",Água oxigenada,"Peróxido de hidrogênio (água oxigenada), mesmo solidificado com ureia."
"6507",Artigos para chapéus,"Carneiras, forros, capas, armações, palas e barbicachos (francaletes*), para chapéus e artigos de uso semelhante.  "
"0201",Carnes De Bovinos Frescas,"Carnes de animais da espécie bovina, frescas ou refrigeradas."
"9011",Microscópios Ópticos,"Microscópios ópticos, incluindo os microscópios para fotomicrografia, cinefotomicrografia ou microprojeção."
"6211",Roupa Para Esportes,"Abrigos (Fatos de treino*) para esporte, macacões (fatos-macacos*) e conjuntos, de esqui, maiôs (fatos de banho*), biquínis, shorts (calções) e sungas (slips), de banho, outro vestuário."
"3403",Preparações Lubrificantes,"Preparações lubrificantes (incluindo os óleos de corte, as preparações antiaderentes de porcas e parafusos, as preparações antiferrugem ou anticorrosão e as preparações para desmoldagem, à base de lubrificantes) e preparações do tipo utilizado para lubrificar e amaciar matérias têxteis, para untar couros, peles com pelo e outras matérias, exceto as que contenham, como constituintes de base, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos."
"6205",Camisas,Camisas de uso masculino.
"6810",Obras De Cimento,"Obras de cimento, de concreto (betão) ou de pedra artificial, mesmo armadas."
"9202",Instrumentos Musicais De Corda,"Outros instrumentos musicais de cordas (por exemplo, violões (guitarras*), violinos, harpas)."
"8465",Maquina Para Tratar Meterial Duro,"Máquinas-ferramentas (incluindo as máquinas para pregar, grampear, colar ou reunir por qualquer outro modo) para trabalhar madeira, cortiça, osso, borracha endurecida, plástico duro ou matérias duras semelhantes."
"9020",Outros Aparelhos Respiratórios,"Outros aparelhos respiratórios e máscaras contra gases, exceto as máscaras de proteção desprovidas de mecanismo e de elemento filtrante amovível."
"0804","Tâmara, Figos E Similares","Tâmaras, figos, abacaxis (ananases), abacates, goiabas, mangas e mangostões, frescos ou secos."
"1213",Palhas E Cascas De Cereais,"Palhas e cascas de cereais, em bruto, mesmo picadas, moídas, prensadas ou em pellets. "
"2402","Charuto, Cigarro E Similares","Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos."
"2843",Metais Preciosos,"Metais preciosos no estado coloidal, compostos inorgânicos ou orgânicos de metais preciosos, de constituição química definida ou não, amálgamas de metais preciosos."
"5306",Fios De Linho,Fios de linho.
"9012",Microscópio,"Microscópios, exceto ópticos, difratógrafos."
"4902",Jornais,"Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade."
"6811",Obras De Fibrocimento,"Obras de fibrocimento, cimento-celulose ou produtos semelhantes."
"3503",Gelatinas,"Gelatinas (incluindo as apresentadas em folhas de forma quadrada ou retangular, mesmo trabalhadas na superfície ou coradas) e seus derivados, ictiocola, outras colas de origem animal, exceto colas de caseína da posição 35.01."
"6103","Ternos Paletós Jardineiras Shorts De Calças, Jardineiras, Bermudas E Shorts (Calções)","Ternos (Fatos*), conjuntos, paletós (casacos*), calças, jardineiras, bermudas e shorts (calções) (exceto de banho), de malha, de uso masculino."
"7305",Outros Tubos,"Outros tubos (por exemplo, soldados ou rebitados), de seção circular, de diâmetro exterior superior a 406,4 mm, de ferro ou aço."
"0803",Banana,"Bananas, incluindo as bananas-da-terra (bananas-pão*) (plátanos*), frescas ou secas."
"0909",Semente Culinária,"Sementes de anis (erva-doce), badiana (anis-estrelado), funcho, coentro, cominho ou alcaravia, bagas de zimbro."
"1516",Gordura Hidrogenados,"Gorduras e óleos animais, vegetais ou de origem microbiana e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo."
"0309",Farinha De Peixe E Invertebrados,"Farinhas, pós e pellets, de peixe, crustáceos, moluscos e de outros invertebrados aquáticos, próprios para alimentação humana."
"4415",Caixote De Madeira,"Caixotes, caixas, engradados, barricas e embalagens semelhantes, de madeira, carretéis para cabos, de madeira, paletes simples, paletes-caixas e outros estrados para carga, de madeira, taipais de paletes de madeira."
"9611",Carimbos,"Carimbos, incluindo os datadores e numeradores, sinetes e artigos semelhantes (incluindo os aparelhos para impressão de etiquetas), manuais, dispositivos manuais de composição tipográfica e jogos de impressão manuais que contenham tais dispositivos.  "
"9406",Construções Pré-Fabricadas,Construções pré-fabricadas.
"2608",Minério Zinco,Minérios de zinco e seus concentrados.
"2934",Ácidos Nucleicos Clicos,"Ácidos nucleicos e seus sais, de constituição química definida ou não, outros compostos heterocíclicos."
"3102",Adubos Nitrogenados,"Adubos (fertilizantes) minerais ou químicos, nitrogenados (azotados)."
"7409",Chapas E Tiras De Cobre,"Chapas e tiras, de cobre, de espessura superior a 0,15 mm."
"9105",Despertadores,"Despertadores, relógios de pêndulo (pêndulas), outros relógios e artigos de relojoaria semelhantes, exceto os com mecanismo de pequeno volume."
"2806",Cloreto De Hidrogênio,"Cloreto de hidrogênio (ácido clorídrico), ácido clorossulfúrico."
"8213",Boratos naturais e seus concentrados,"Boratos naturais e seus concentrados (calcinados ou não), exceto boratos extraídos de salmouras naturais, ácido bórico natural com um teor máximo de 85 % de H3BO3, em produto seco.  "
"3501",Caseína,"Caseínas, caseinatos e outros derivados das caseínas, colas de caseína."
"4808",Papel E Cartão Ondulado,"Papel e cartão ondulados (canelados*) (mesmo recobertos por colagem), encrespados, plissados, gofrados, estampados ou perfurados, em rolos ou em folhas, exceto o papel do tipo descrito no texto da posição 48.03."
"8438",Outras Máquinas Indústria Alimento,"Máquinas e aparelhos não especificados nem compreendidos noutras posições do presente Capítulo, para preparação ou fabricação industrial de alimentos ou de bebidas, exceto as máquinas e aparelhos para extração ou preparação de óleos ou gorduras vegetais ou de origem microbiana, fixos, ou de animais."
"8485",Máquinas Para Fabricação Aditiva,Máquinas para fabricação aditiva.
"9504",Peças Jogos,"Consoles e máquinas de jogos de vídeo, jogos de salão, incluindo os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de cassino e os jogos de balizas (pinos) automáticos (boliche), os jogos que funcionem por introdução de moedas, notas (papéis-moeda), cartões de banco, fichas ou por outros meios de pagamento."
"6213",Lenços,Lenços de assoar e de bolso.
"9024",Aparelhos Para Ensaios De Dureza,"Máquinas e aparelhos para ensaios de dureza, tração, compressão, elasticidade ou de outras propriedades mecânicas de materiais (por exemplo, metais, madeira, têxteis, papel, plástico)."
"8531",Sistemas De Segurança,"Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, painéis indicadores, aparelhos de alarme para proteção contra roubo ou incêndio), exceto os das posições 85.12 ou 85.30."
"4803",Papel Higiênico,"Papel do tipo utilizado para papel higiênico, lenços (toalhitas) demaquilantes, toalhas, guardanapos ou para papel semelhante de uso doméstico, higiênico ou toucador, pasta (ouate) de celulose e mantas de fibras de celulose, mesmo encrespados, plissados, gofrados, estampados, perfurados, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas."
"2925",Compostos De Função Carboxiimida,Compostos de função carboxiimida (incluindo a sacarina e seus sais) ou de função imina.
"5908",Tecidos para Incandescência,"Mechas de matérias têxteis, tecidas, entrançadas ou tricotadas, para candeeiros, fogareiros, isqueiros, velas e semelhantes, camisas de incandescência e tecidos tubulares tricotados para a sua fabricação, mesmo impregnados."
"4106",Couros Curtidos,"Couros e peles, depilados, de outros animais e peles de animais desprovidos de pelos, curtidos ou crust, mesmo divididos, mas não preparados de outro modo."
"8407",Motores De Pistão ,"Motores de pistão, alternativo ou rotativo, de ignição por centelha (faísca) (motores de explosão)."
"9006",Câmeras Fotográficas,"Câmeras fotográficas, aparelhos e dispositivos, incluindo as lâmpadas e tubos, de luz relâmpago (flash), para fotografia, exceto as lâmpadas e tubos de descarga da posição 85.39."
"7614",Cordas De Alumínio,"Cordas, cabos, tranças (entrançados*) e semelhantes, de alumínio, não isolados para usos elétricos."
"8104",Magnésio,"Magnésio e suas obras, incluindo os desperdícios e resíduos, e sucata."
"8305",Ferragens Para Encadernação,"Ferragens para encadernação de folhas soltas ou para classificadores, prendedores (molas*) para papéis, cantos para cartas, clipes, indicadores para fichas ou cavaleiros e objetos semelhantes de escritório, de metais comuns, grampos (agrafos*) apresentados em barretas (por exemplo, de escritório, para atapetar, para embalagem), de metais comuns."
"5405",Monofilamentos artificiais,"Monofilamentos artificiais, de título igual ou superior a 67 decitex e cuja maior dimensão da seção transversal não seja superior a 1 mm, lâminas e formas semelhantes (palha artificial, por exemplo) de matérias têxteis artificiais, cuja largura aparente não seja superior a 5 mm.   "
"4014",Artigos De Higiene,"Artigos de higiene ou de farmácia (incluindo os bicos (tetinas) para mamadeiras (biberões)), de borracha vulcanizada não endurecida, mesmo com partes de borracha endurecida."
"6214",Xales E Similares,"Xales, echarpes, lenços de pescoço, cachenês, cachecóis, mantilhas, véus e artigos semelhantes."
"5210",Tecidos De Algodão,"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, de peso não superior a 200 g/m2."
"2813",Sulfetos,"Sulfetos dos elementos não metálicos, trissulfeto de fósforo comercial."
"0306",Crustáceo,"Crustáceos, mesmo com casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura, crustáceos, mesmo com casca, defumados (fumados), mesmo cozidos antes ou durante a defumação, crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura."
"8481",Torneira E Similares,"Torneiras, válvulas (incluindo as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes."
"4903",Livro De Colorir,"Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças"
"7205",Granalhas E Pós,"Granalhas e pós de ferro fundido bruto, de ferro spiegel (especular), de ferro ou aço."
"9008",Aparelhos De Projeção Fixa,"Aparelhos de projeção fixa, aparelhos fotográficos de ampliação ou de redução."
"8473",Peças Máquinas Escritório,"Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.70 a 84.72."
"4113",Couro Preparado Ovino,"Couros preparados após curtimenta ou após secagem (crusting) e couros e peles apergaminhados, de outros animais, depilados, e couros preparados após curtimenta e couros e peles apergaminhados, de animais desprovidos de pelos, mesmo divididos, exceto os da posição 41.14."
"4420",Madeira Marchetada Ou Incrustada,"Madeira marchetada e madeira incrustada, estojos e guarda-joias para joalheria e ourivesaria, e obras semelhantes, de madeira, estatuetas e outros objetos de ornamentação, de madeira, artigos de mobiliário, de madeira, que não se incluam no Capítulo 94."
"8514",Fornos Elétricos Industriais,"Fornos elétricos industriais ou de laboratório, incluindo os que funcionam por indução ou por perdas dielétricas, outros aparelhos industriais ou de laboratório para tratamento térmico de matérias por indução ou por perdas dielétricas."
"6601",Guarda-Chuva,"Guarda-chuvas, sombrinhas e guarda-sóis (incluindo as bengalas-guarda-chuvas e os guarda-sóis de jardim e semelhantes)."
"7312",Corda De Ferro,"Cordas, cabos, tranças (entrançados*), lingas e artigos semelhantes, de ferro ou aço, não isolados para usos elétricos."
"0207",Miudezas De Aves,"Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05."
"5604","Fios E Cordas, De Borracha","Fios e cordas, de borracha, recobertos de têxteis, fios têxteis, lâminas e formas semelhantes das posições 54.04 ou 54.05, impregnados, revestidos, recobertos ou embainhados de borracha ou de plástico."
"0510",Glândulas E Outras Substâncias Animal,"Âmbar-cinzento, castóreo, algália e almíscar, cantáridas, bílis, mesmo seca, glândulas e outras substâncias de origem animal utilizadas na preparação de produtos farmacêuticos, frescas, refrigeradas, congeladas ou provisoriamente conservadas de outro modo."
"6406",Partes  Interiores Calçados,"Partes de calçado (incluindo as partes superiores, mesmo fixadas a solas que não sejam as solas exteriores), palmilhas, reforços interiores e artigos semelhantes, amovíveis, polainas, perneiras e artigos semelhantes, e suas partes."
"3210",Outras Tintas E Vernizes,"Outras tintas e vernizes, pigmentos de água preparados, do tipo utilizado para acabamento de couros."
"2511",Bário,"Sulfato de bário natural (baritina), carbonato de bário natural (witherita), mesmo calcinado, exceto o óxido de bário da posição 28.16."
"2508",Outras Argilas,"Outras argilas (exceto argilas expandidas da posição 68.06), andaluzita, cianita, silimanita, mesmo calcinadas, mulita, barro cozido em pó (terra de chamotte) e terra de dinas."
"2703",Turfa,"Turfa (incluindo a turfa para cama de animais), mesmo aglomerada.  "
"2850",Hidreto,"Hidretos, nitretos, azidas, silicietos e boretos, de constituição química definida ou não, exceto os compostos que constituam igualmente carbonetos da posição 28.49."
"8904",Rebocadores,Rebocadores e barcos concebidos para empurrar outras embarcações.
"3002",Sangue,"Sangue humano, sangue animal preparado para usos terapêuticos, profiláticos ou de diagnóstico, antissoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica, vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes, culturas de células, mesmo modificadas."
"7326",Outras Obras De Ferro Ou Aço,Outras obras de ferro ou aço.
"8402",Caldeiras De Vapor,"Caldeiras de vapor (geradores de vapor), excluindo as caldeiras para aquecimento central concebidas para produção de água quente e vapor de baixa pressão, caldeiras denominadas de água superaquecida."
"8411",Turbinas A Gás,"Turborreatores, turbopropulsores e outras turbinas a gás."
"7604",Barras De Alumínio,"Barras e perfis, de alumínio."
"6004",Tecidos Malha,"Tecidos de malha de largura superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha, exceto os da posição 60.01."
"8901",Transatlântico,"Transatlânticos, barcos de excursão, ferryboats, cargueiros, chatas e embarcações semelhantes, para o transporte de pessoas ou de mercadorias."
"2905",Álcoois Acíclicos ,"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados."
"7601",Alumínio,Alumínio em formas brutas.
"4909",Cartões-postais,"Cartões-postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, mesmo com envelopes, guarnições ou aplicações"
"9305",Partes De Armas,Partes e acessórios dos artigos das posições 93.01 a 93.04.
"0812",Fruta Conservada Transitoriamente,"Fruta conservada transitoriamente, mas imprópria para alimentação nesse estado."
"9032",Aparelhos Para Regulação,"Instrumentos e aparelhos para regulação ou controle, automáticos."
"5602",Feltro,"Feltros, mesmo impregnados, revestidos, recobertos ou estratificados."
"5605",Fios Metálicos,"Fios metálicos e fios metalizados, mesmo revestidos por enrolamento, constituídos por fios têxteis, lâminas ou formas semelhantes das posições 54.04 ou 54.05, combinados com metal sob a forma de fios, de lâminas ou de pós, ou recobertos de metal."
"0204",Carnes De Ovinos/Caprinos,"Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas."
"3902",Polímeros De Propileno,"Polímeros de propileno ou de outras olefinas, em formas primárias."
"6702",Folhagem Artificial,"Flores, folhagem e frutos, artificiais, e suas partes, artigos confeccionados com flores, folhagem e frutos, artificiais."
"3605",Fósforos,"Fósforos, exceto os artigos de pirotecnia da posição 36.04.  "
"8204",Chaves Manuais,"Chaves de porcas, manuais (incluindo as chaves dinamométricas), chaves de caixa intercambiáveis, mesmo com cabos. "
"9010",Equipamentos Para Laboratórios Fotográficos,"Aparelhos e equipamentos para laboratórios fotográficos ou cinematográficos, não especificados nem compreendidos noutras posições do presente Capítulo, negatoscópios, telas para projeção."
"5305",Cairo,"Cairo (fibra de coco), abacá (cânhamo-de-manilha ou Musa textilis Nee), rami e outras fibras têxteis vegetais não especificadas nem compreendidas noutras posições, em bruto ou trabalhados, mas não fiados, estopas e desperdícios destas fibras (incluindo os desperdícios de fios e os fiapos)."
"7806",Obras De Chumbo,Outras obras de chumbo.
"8522",Partes Aparelhos Som E Vídeo,Partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 85.19 ou 85.21.
"7115",Outras Obras De Metais,Outras obras de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê).
"8203","Alicates, Pinças E Similares","Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta pinos, saca-bocados e ferramentas semelhantes, manuais."
"3809",Agentes De Apresto Ou De Acabamento,"Agentes de apresto ou de acabamento, aceleradores de tingimento ou de fixação de matérias corantes e outros produtos e preparações (por exemplo, aprestos preparados e preparações mordentes) do tipo utilizado na indústria têxtil, na indústria do papel, na indústria do couro ou em indústrias semelhantes, não especificados nem compreendidos noutras posições."
"5901",Tecidos Revestidos,"Tecidos revestidos de cola ou de matérias amiláceas, do tipo utilizado na encadernação, cartonagem ou usos semelhantes, telas para decalque e telas transparentes para desenho, telas preparadas para pintura, entretelas e tecidos rígidos semelhantes, do tipo utilizado em chapéus e artigos de uso semelhante."
"8409",Partes De Motores,Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 84.07 ou 84.08.
"1508",Óleo De Amendoim,"Óleo de amendoim e respectivas frações, mesmo refinados, mas não quimicamente modificados."
"3707",Preparações Químicas Para Usos Fotográficos,"Preparações químicas para usos fotográficos, exceto vernizes, colas, adesivos e preparações semelhantes, produtos não misturados, quer doseados tendo em vista usos fotográficos, quer acondicionados para venda a retalho para esses mesmos usos e prontos para utilização."
"6216",Luvas,"Luvas, mitenes e semelhantes.  "
"8405",Geradores De Gás,"Geradores de gás de ar (gás pobre) ou de gás de água, mesmo com depuradores, geradores de acetileno e geradores semelhantes de gás, operados a água, mesmo com depuradores."
"4807",Papel e cartão,"Papel e cartão obtidos por colagem de folhas sobrepostas, não revestidos na superfície nem impregnados, mesmo reforçados interiormente, em rolos ou em folhas.  "
"7508",Obras De Níquel,Outras obras de níquel.
"8480",Moldes,"Caixas de fundição, placas de fundo para moldes, modelos para moldes, moldes para metais (exceto lingoteiras), carbonetos metálicos, vidro, matérias minerais, borracha ou plástico."
"1517",Margarina E Similares,"Margarina, misturas ou preparações alimentícias de gorduras ou de óleos animais, vegetais ou de origem microbiana ou de frações das diferentes gorduras ou óleos do presente Capítulo, exceto as gorduras e óleos alimentícios e respectivas frações da posição 15.16."
"6108",Roupa Intima,"Combinações, anáguas (saiotes), calcinhas, camisolas (camisas de noite*), pijamas, déshabillés, roupões de banho, penhoares (robes de quarto*) e semelhantes, de malha, de uso feminino."
"8511",Dispositivos De Ignição,"Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por centelha (faísca) ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque), geradores (por exemplo, dínamos e alternadores) e conjuntores-disjuntores utilizados com estes motores."
"5701",Tapetes,"Tapetes de matérias têxteis, de pontos nodados ou enrolados, mesmo confeccionados."
"5516",Tecidos De Fibras Artificiais Descontínuas,Tecidos de fibras artificiais descontínuas.
"4908",Decalcomanias ,Decalcomanias de qualquer espécie.
"0401",Leite E Creme De Leite,"Leite e creme de leite (nata), não concentrados nem adicionados de açúcar ou de outros edulcorantes."
"4822",Carretéis,"Carretéis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos."
"8706",Chassis,Chassis com motor para os veículos automóveis das posições 87.01 a 87.05.
"8907",Outras Estruturas Flutuantes,"Outras estruturas flutuantes (por exemplo, balsas, reservatórios, caixões, boias de amarração, boias de sinalização e semelhantes)."
"5206",Fios De Algodão,"Fios de algodão (exceto linhas para costurar) que contenham menos de 85 %, em peso, de algodão, não acondicionados para venda a retalho."
"8211",Facas,"Facas (exceto as da posição 82.08) de lâmina cortante ou serrilhada, incluindo as podadeiras de lâmina móvel, e suas lâminas."
"1513",Óleo Coco E Palma,"Óleos de coco (copra), de amêndoa de palma (palmiste) (coconote) ou de babaçu, e respectivas frações, mesmo refinados, mas não quimicamente modificados."
"5103",Desperdícios De Lã,"Desperdícios de lã ou de pelos finos ou grosseiros, incluindo os desperdícios de fios e excluindo os fiapos."
"9017",Instrumentos De Desenho,"Instrumentos de desenho, de traçado ou de cálculo (por exemplo, máquinas de desenhar, pantógrafos, transferidores, estojos de desenho, réguas de cálculo e discos de cálculo), instrumentos de medida de distâncias de uso manual (por exemplo, metros, micrômetros, paquímetros e calibres), não especificados nem compreendidos noutras posições do presente Capítulo."
"8523",Dispositivos De Armazenamento De Dados,"Discos, fitas, dispositivos de armazenamento de dados não voláteis à base de semicondutores, cartões inteligentes e outros suportes para gravação de som ou para gravações semelhantes, mesmo gravados, incluindo as matrizes e moldes galvânicos para fabricação de discos, exceto os produtos do Capítulo 37."
"4419",Artigos De Madeira,Artigos de madeira para mesa ou cozinha.
"0209",Gorduras De Porco,"Toucinho sem partes magras, gorduras de porco e de aves, não fundidas nem extraídas de outro modo, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados)."
"8516",Aquecedores Elétricos De Água,"Aquecedores elétricos de água, incluindo os de imersão, aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes, aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos, ferros elétricos de passar, outros aparelhos eletrotérmicos de uso doméstico, resistências de aquecimento, exceto as da posição 85.45."
"6101",Sobretudo,"Sobretudos, japonas, gabões, capas, anoraques, casacos (blusões*) e semelhantes, de malha, de uso masculino, exceto os artigos da posição 61.03."
"2819",Óxidos E Hidróxidos ,Óxidos e hidróxidos de cromo.
"2920",Ésteres Halogenetos ,"Ésteres dos outros ácidos inorgânicos de não metais (exceto os ésteres de halogenetos de hidrogênio) e seus sais, seus derivados halogenados, sulfonados, nitrados ou nitrosados."
"9506",Artigos De Exercicio Físico,"Artigos e equipamentos para cultura física, ginástica, atletismo, outros esportes (incluindo o tênis de mesa), ou jogos ao ar livre, não especificados nem compreendidos noutras posições deste Capítulo, piscinas, incluindo as infantis."
"5910",Correias transportadoras ou de transmissão,"Correias transportadoras ou de transmissão, de matérias têxteis, mesmo impregnadas, revestidas ou recobertas, de plástico, ou estratificadas com plástico ou reforçadas com metal ou com outras matérias.  "
"8417",Fornos Industriais,"Fornos industriais ou de laboratório, incluindo os incineradores, não elétricos."
"8436",Outras Máquinas Agropecuária,"Outras máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura, incluindo os germinadores equipados com dispositivos mecânicos ou térmicos e as chocadeiras e criadeiras para avicultura."
"7118",Moedas,Moedas.
"6210",Vestuário,"Vestuário confeccionado com as matérias das posições 56.02, 56.03, 59.03, 59.06 ou 59.07."
"4818",Papel Higiênico,"Papel do tipo utilizado para papel higiênico e papel semelhante, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em forma própria, lenços, lenços (toalhitas) demaquilantes, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose."
"3215",Tintas De Impressão,"Tintas de impressão, tintas de escrever ou de desenhar e outras tintas, mesmo concentradas ou no estado sólido."
"8415",Ar-Condicionado,"Máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente."
